nl,code
substitute self.default_locale_path for locale_dir.,locale_dir = self . default_locale_path
"if locale_dir is false,",if not locale_dir :
"raise an CommandError with an argument string ""Unable to find a locale path to store translations for file %s"",","raise CommandError ( ""Unable to find a locale path to store translations for file %s"" % file_path )"
"where '%s' is replaced with file_path. create an object TranslatableFile with arguments: dirpath, filename and locale_dir, append it to all_files.","all_files . append ( TranslatableFile ( dirpath , filename , locale_dir ) )"
sort all_files and return it.,return sorted ( all_files )
"define the method write_po_file with arguments self, potfile and locale.","def write_po_file ( self , potfile , locale ) :"
"call the method os.path.dirname with an argument potfile, join the result, locale and string 'LC_MESSAGES' into a file path,","basedir = os . path . join ( os . path . dirname ( potfile ) , locale , 'LC_MESSAGES' )"
"substitute it for basedir. if basedir is not a directory,",if not os . path . isdir ( basedir ) :
"make basedir directory,",os . makedirs ( basedir )
"convert self.domain into a string and append string '.po' to it, join basedir and result in file path, substitute it for pofile.","pofile = os . path . join ( basedir , '%s.po' % str ( self . domain ) )"
"if pofile path exists,",if os . path . exists ( pofile ) :
"append self.msgmerge_options to a list containing string 'msgmerge', append to it a list containing pofile and potfile, substitute the result for args.","args = [ 'msgmerge' ] + self . msgmerge_options + [ pofile , potfile ]"
"call the function popen_wrapper with an argument args, assign the result to msgs, errors and status.","msgs , errors , status = popen_wrapper ( args )"
"if six.PY2 is true,",if six . PY2 :
"call the method msgs.decode with an argument string 'utf-8', substitute the result for msgs.",msgs = msgs . decode ( 'utf-8' )
"if errors is true,",if errors :
if statue is not equal to STATUS_OK.,if status != STATUS_OK :
"raise an CommandError with an argument string ""errors happened while running msgmerge\n%s"", where '%s' is replaced with errors.","raise CommandError ( ""errors happened while running msgmerge\n%s"" % errors )"
"otherwise if self.verbosity is greater than integer 0,",elif self . verbosity > 0 :
write errors to self.stdout.,self . stdout . write ( errors )
"if not,",else :
"call the function io.open with 3 arguments: potfile, string 'r' and encoding set to string 'utf-8' as arguments,","with io . open ( potfile , 'r' , encoding = 'utf-8' ) as fp :"
"with the result renamed to fp, perform the following: read file fp and substitute the result for msgs.",msgs = fp . read ( )
"if self.invoked_for_django is false,",if not self . invoked_for_django :
"call the method self.copy_plural_forms with arguments: msgs and locale, substitute it for msgs.","msgs = self . copy_plural_forms ( msgs , locale )"
"substitute '%s' in string ""#. #-#-#-#-# %s.pot (PACKAGE VERSION) #-#-#-#-#\n"" with self.domain,","msgs = msgs . replace ( ""#. #-#-#-#-# %s.pot (PACKAGE VERSION) #-#-#-#-#\n"" % self . domain , """" )"
"replace all the occurrences of previous string in msgs for an empty string, substitute the result for msgs. call the function io.open with 3 arguments: pofile, string 'w' and encoding set to string 'utf-8' as arguments,","with io . open ( pofile , 'w' , encoding = 'utf-8' ) as fp :"
"with the result renamed to fp, perform the following: write msgs to fp.",fp . write ( msgs )
"if self.no_obsolete is true,",if self . no_obsolete :
"append self.msgattrib_options to a list containing string 'msgattrib', append to it a list containing string '-o', pofile and pofile,","args = [ 'msgattrib' ] + self . msgattrib_options + [ '-o' , pofile , pofile ]"
"substitute the result for args. call the function popen_wrapper with an argument args, assign the result to msgs, errors and status, respectively.","msgs , errors , status = popen_wrapper ( args )"
"if errors is true,",if errors :
"if status is not equal to STATUS_OK,",if status != STATUS_OK :
"raise an CommandError with an argument string ""errors happened while running msgattrib\n%s"", where '%s' is replaced with errors.","raise CommandError ( ""errors happened while running msgattrib\n%s"" % errors )"
"otherwise if self.verbosity is greater than integer 0,",elif self . verbosity > 0 :
write errors to self.stdout.,self . stdout . write ( errors )
"define the method copy_plural_forms with arguments self, msgs and locale.","def copy_plural_forms ( self , msgs , locale ) :"
"call the function os.path.dirname with an argument django.__file__, join the result into a path,",django_dir = os . path . normpath ( os . path . join ( os . path . dirname ( django . __file__ ) ) )
"use it as an argument for the call to the function os.path.normpath, substitute the result for django_dir. if self.domain equals a string 'djangojs',",if self . domain == 'djangojs' :
domains is a tuple with 2 elements: strings 'djangojs' and 'django'.,"domains = ( 'djangojs' , 'django' )"
"if not,",else :
domains is a tuple with element string 'django'.,"domains = ( 'django' , )"
"for every domain in domains,",for domain in domains :
"join into a file path: django_dir, 'conf', 'locale', locale, 'LC_MESSAGES' and string '.po' appended to domain, substitute the result for django_po.","django_po = os . path . join ( django_dir , 'conf' , 'locale' , locale , 'LC_MESSAGES' , '%s.po' % domain )"
"if django_po file path exists,",if os . path . exists ( django_po ) :
"call the function io.open with 3 arguments: django_po, string 'r' and encoding set to string 'utf-8' as arguments,","with io . open ( django_po , 'r' , encoding = 'utf-8' ) as fp :"
"with the result renamed to fp, perform the following: read data from file fp, use the result as an argument for the call to the function plural_forms_re.search, substitute it for m.",m = plural_forms_re . search ( fp . read ( ) )
"if m is true,",if m :
"call the method m.group with an argument string 'value', use the result as an argument for the call to the force_str,",plural_form_line = force_str ( m . group ( 'value' ) )
"substitute the result for plural_form_line. if self.verbosity is greater than integer 1,",if self . verbosity > 1 :
"replace '%s' in string ""copying plural forms: %s\n"" with plural_form_line, write it to self.stdout.","self . stdout . write ( ""copying plural forms: %s\n"" % plural_form_line )"
lines is an empty list.,lines = [ ]
found is boolean False.,found = False
"split msgs by newline characters, for every line in result,",for line in msgs . split ( '\n' ) :
"if found is false and, line is false or return value of the function plural_forms_re.search called with an argument line is false,",if not found and ( not line or plural_forms_re . search ( line ) ) :
"append newline to plural_form_line, substitute the result for line.",line = '%s\n' % plural_form_line
found is boolean True.,found = True
append line to lines.,lines . append ( line )
"join elements of lines into a string, separated by newline characters, substitute it for msgs.",msgs = '\n' . join ( lines )
break the loop execution.,break
return msgs.,return msgs
import module sys.,import sys
import module os.,import os
import module operator.,import operator
from django.apps import apps into default name space.,from django . apps import apps
from django.core.management.base import BaseCommand and CommandError into default name space.,"from django . core . management . base import BaseCommand , CommandError"
from django.db.migrations import Migration into default name space.,from django . db . migrations import Migration
from django.db.migrations.loader import MigrationLoader into default name space.,from django . db . migrations . loader import MigrationLoader
from django.db.migrations.autodetector import MigrationAutodetector into default name space.,from django . db . migrations . autodetector import MigrationAutodetector
from django.db.migrations.questioner import MigrationQuestioner and InteractiveMigrationQuestioner into default name space.,"from django . db . migrations . questioner import MigrationQuestioner , InteractiveMigrationQuestioner"
from django.db.migrations.state import ProjectState into default name space.,from django . db . migrations . state import ProjectState
from django.db.migrations.writer import MigrationWriter into default name space.,from django . db . migrations . writer import MigrationWriter
from django.utils.six.moves import reduce into default name space.,from django . utils . six . moves import reduce
derive the class Command from the BaseCommand class.,class Command ( BaseCommand ) :
"help is a string ""Creates new migration(s) for apps."".","help = ""Creates new migration(s) for apps."""
define the method add_arguments with 2 arguments self and parser.,"def add_arguments ( self , parser ) :"
"call the method parser.add_argument with 4 arguments: string 'args', metavar set to string 'app_label', nargs set to character'*',","parser . add_argument ( 'args' , metavar = 'app_label' , nargs = '*' , help = 'Specify the app label(s) to create migrations for.' )"
"and help as a string 'Specify the app label(s) to create migrations for.'. call the method parser.add_argument with 5 arguments: string '--dry-run', action as a string 'store_true', dest as string 'dry_run',","parser . add_argument ( '--dry-run' , action = 'store_true' , dest = 'dry_run' , default = False , help = ""Just show what migrations would be made; don't actually write them."" )"
"default set to boolean False, help as a string ""Just show what migrations would be made; don't actually write them."". call the method parser.add_argument with 5 arguments: string '--merge', action as a string 'store_true', dest as a string 'merge',","parser . add_argument ( '--merge' , action = 'store_true' , dest = 'merge' , default = False , help = ""Enable fixing of migration conflicts."" )"
"default set to boolean False and help set to a string ""Enable fixing of migration conflicts."". call the method parser.add_argument with 5 arguments: string '--empty', action as a string 'store_true', dest as a string 'empty',","parser . add_argument ( '--empty' , action = 'store_true' , dest = 'empty' , default = False , help = ""Create an empty migration."" )"
"default set to boolean False and help as a string ""Create an empty migration."". call the method parser.add_argument with 5 arguments: string '--noinput', action as a string 'store_false',","parser . add_argument ( '--noinput' , action = 'store_false' , dest = 'interactive' , default = True , help = 'Tells Django to NOT prompt the user for input of any kind.' )"
"dest as a string 'interactive', default set to boolean True, and help as a string 'Tells Django to NOT prompt the user for input of any kind.'. define the method handle with 3 arguments: self, unpacked list app_labels and unpacked dictionary options.","def handle ( self , * app_labels , ** options ) :"
"get the value under the 'verbosity' key of the options dictionary, substitute it for self.verbosity.",self . verbosity = options . get ( 'verbosity' )
"get the value under the 'interactive' key of the options dictionary, substitute it for self.interactive.",self . interactive = options . get ( 'interactive' )
"get the value under the 'dry_run' key of the options dictionary, if the key exists substitute it for self.dry_run,","self . dry_run = options . get ( 'dry_run' , False )"
"if not, self.dry_run is boolean False. get the value under the 'merge' key of the options dictionary, if the key exists substitute it for self.merge,","self . merge = options . get ( 'merge' , False )"
"if not, self.merge is boolean False. get the value under the 'empty' key of the options dictionary, if the key exists substitute it for self.empty,","self . empty = options . get ( 'empty' , False )"
"if not, self.empty is boolean False. crate a set containing of app_labels elements, substitute it for app_labels.",app_labels = set ( app_labels )
bad_app_labels is an empty set.,bad_app_labels = set ( )
"for every app_label in app_labels,",for app_label in app_labels :
"try,",try :
call the method apps.get_app_config with an argument app_label.,apps . get_app_config ( app_label )
"if LookupError exception is caught,",except LookupError :
"call the method bad_app_labels with an argument app_label,",bad_app_labels . add ( app_label )
"if bad_app_labels is true,",if bad_app_labels :
"for every app_label in bad_app_labels,",for app_label in bad_app_labels :
"write string ""App '%s' could not be found. Is it in INSTALLED_APPS?"" with '%s' where '%s' is replaced with app_label,","self . stderr . write ( ""App '%s' could not be found. Is it in INSTALLED_APPS?"" % app_label )"
write it for self.stderr. exit the program with the integer 2 as exit code.,sys . exit ( 2 )
"loader is an instance of MigrationLoader class, created with 2 arguments: None and ignore_no_migrations set to boolean True.","loader = MigrationLoader ( None , ignore_no_migrations = True )"
"call the method loader.detect_conflicts, substitute the result for conflicts.",conflicts = loader . detect_conflicts ( )
"if conflicts is true and self.merge is false,",if conflicts and not self . merge :
"for every app and names in result of the method conflicts.items, join names into a string, separated by ', ',","name_str = ""; "" . join ( ""%s in %s"" % ( "", "" . join ( names ) , app ) for app , names in conflicts . items ( ) )"
"join it with app into a string, separated with string '; ', substitute it for name_str. substitute '%s\ in string ""Conflicting migrations detected (%s).\nTo fix them run 'python manage.py makemigrations --merge'"",","raise CommandError ( ""Conflicting migrations detected (%s).\nTo fix them run 'python manage.py makemigrations --merge'"" % name_str )"
"with name_str, use it as an argument to throw an CommandError exception. if self.merge is true and conflicts is false,",if self . merge and not conflicts :
"write string ""No conflicts detected to merge."" to self.stdout stream.","self . stdout . write ( ""No conflicts detected to merge."" )"
return nothing.,return
"if self.merge and conflicts are both true,",if self . merge and conflicts :
"call the method self.handle_merge with 2 arguments: loader and conflicts, return the result.","return self . handle_merge ( loader , conflicts )"
"autodetector is an instance of the MigrationAutodetector class, created with 3 arguments: result of the method loader.project_state,","autodetector = MigrationAutodetector ( loader . project_state ( ) , ProjectState . from_apps ( apps ) , InteractiveMigrationQuestioner ( specified_apps = app_labels , dry_run = self . dry_run ) , )"
"result of the method ProjectState.from_apps with an argument apps and result of the method InteractiveMigrationQuestioner, called with 2 arguments specified_apps set to app_labels and dry_run set to self.dry_run. if self.empty is true,",if self . empty :
"if app_labels is false,",if not app_labels :
"raise an CommandError with an argument string ""You must supply at least one app label when using --empty."".","raise CommandError ( ""You must supply at least one app label when using --empty."" )"
"crate a dictionary with app mapping and from the class Migration, created with arguments: string 'custom' and app,","changes = dict ( ( app , [ Migration ( ""custom"" , app ) ] ) for app in app_labels )"
"for every app in app_labels. call the method autodetector.arrange_for_graph with 2 arguments: changes, loader.graph, substitute the result for changes.","changes = autodetector . arrange_for_graph ( changes , loader . graph )"
call the method self.write_migration_files with an argument changes.,self . write_migration_files ( changes )
return nothing.,return
"call the method autodetector.changes with 3 arguments: graph set to loader.graph, trim_to_apps set to app_labels,","changes = autodetector . changes ( graph = loader . graph , trim_to_apps = app_labels or None , convert_apps = app_labels or None , )"
"if it exists or None if not and convert_apps set to app_labels, if it exists or None if not, substitute the result for changes. if changes is false and self.verbosity is greater than, or equal to iteger 1,",if not changes and self . verbosity >= 1 :
"if length of app_labels is equal to integer 1,",if len ( app_labels ) == 1 :
"substitute '%s' in string ""No changes detected in app '%s'"" with the result of the method app_labels.pop, write it to self.stdout.","self . stdout . write ( ""No changes detected in app '%s'"" % app_labels . pop ( ) )"
"otherwise if length of app_labels is greater than integer 1,",elif len ( app_labels ) > 1 :
"substitute '%s' in string ""No changes detected in apps '%s'"" with the app_labels joined into a string, separated by string ""', '"",","self . stdout . write ( ""No changes detected in apps '%s'"" % ( ""', '"" . join ( app_labels ) ) )"
"write it to self.stdout. if not,",else :
"write string ""No changes detected"" to self.stdout stream.","self . stdout . write ( ""No changes detected"" )"
return nothing.,return
call the method self.write_migration_files with an argument changes.,self . write_migration_files ( changes )
define the method write_migration_files with arguments self and changes.,"def write_migration_files ( self , changes ) :"
directory_created is an empty dictionary.,directory_created = { }
"for every app_label and app_migrations in result of the method changes.items,","for app_label , app_migrations in changes . items ( ) :"
"if self.verbosity is greater or equal to integer 1,",if self . verbosity >= 1 :
"substitute '%s' in a string ""Migrations for '%s':"" with app_label, append newline to it,","self . stdout . write ( self . style . MIGRATE_HEADING ( ""Migrations for '%s':"" % app_label ) + ""\n"" )"
"use it as an argument for the call to the method self.style.MIGRATE_HEADING, write the result to self.stdout. for every migration in app_migrations,",for migration in app_migrations :
"writer is an instance of MigrationWriter class, created with an argument migration.",writer = MigrationWriter ( migration )
"if self.verbosity is greater or equal to integer 1,",if self . verbosity >= 1 :
"substitute '%s' in a string "" %s:\n"" with return value of the self.style.MIGRATE_LABEL method called with argument writer.filename,","self . stdout . write ( "" %s:\n"" % ( self . style . MIGRATE_LABEL ( writer . filename ) , ) )"
"write the result to self.stdout. for every operation in migration.operations,",for operation in migration . operations :
"substitute '%s' in a string "" - %s\n"" with return value of the operation.describe method, write the result to self.stdout.","self . stdout . write ( "" - %s\n"" % operation . describe ( ) )"
"if self.dry_run is false,",if not self . dry_run :
"call the function os.path.dirname with an argument writer.path, substitute the result for migrations_directory.",migrations_directory = os . path . dirname ( writer . path )
"get the value under the app_label key of the directory_created dictionary, if exists and it is false,","if not directory_created . get ( app_label , False ) :"
"if migrations_directory is not a directory,",if not os . path . isdir ( migrations_directory ) :
make a directory migrations_directory.,os . mkdir ( migrations_directory )
"join migrations_directory and string ""__init__.py"" into a file path, substitute it for init_path.","init_path = os . path . join ( migrations_directory , ""__init__.py"" )"
"if init_path is not a file,",if not os . path . isfile ( init_path ) :
crate a file named init_path.,"open ( init_path , ""w"" ) . close ( )"
value under the all_label key of the directory_created dictionary is boolean True.,directory_created [ app_label ] = True
"call the method writer.as_string, substitute the result for migration_string.",migration_string = writer . as_string ( )
"open writer.path file in write mode, with the file descriptor as fh, perform,","with open ( writer . path , ""wb"" ) as fh :"
write migration_string to file fh.,fh . write ( migration_string )
"otherwise if self.verbosity equals integer 3,",elif self . verbosity == 3 :
"substitute '%s' in a string ""Full migrations file '%s':"" with writer.filename, append newline to it,","self . stdout . write ( self . style . MIGRATE_HEADING ( ""Full migrations file '%s':"" % writer . filename ) + ""\n"" )"
"use it as an argument for the call to the method self.style.MIGRATE_HEADING, write the result to self.stdout. call the method writer.as_string, append newline to the result, write it to self.stdout.","self . stdout . write ( ""%s\n"" % writer . as_string ( ) )"
"define the method handle_merge with arguments self, loader and conflicts.","def handle_merge ( self , loader , conflicts ) :"
"if self.interactive is true,",if self . interactive :
questioner is an instance of a InteractiveMigrationQuestioner class.,questioner = InteractiveMigrationQuestioner ( )
"if not,",else :
"questioner is an instance of a InteractiveMigrationQuestioner class, created with an argument: defaults set to dictionary with entry:",questioner = MigrationQuestioner ( defaults = { 'ask_merge' : True } )
"boolean True for 'ask_merge'. for every app_label and migration_names in result of the method conflicts.items,","for app_label , migration_names in conflicts . items ( ) :"
merge_migrations is an empty list.,merge_migrations = [ ]
"for every migration_name in migration_names,",for migration_name in migration_names :
"call the method loader.get_migration with arguments app_label and migration_name, substitute the result for migration.","migration = loader . get_migration ( app_label , migration_name )"
"call the method loader.graph.forwards_plan with argument a tuple, with 2 elements: app_label and migration_name,","migration . ancestry = loader . graph . forwards_plan ( ( app_label , migration_name ) )"
substitute the result for migration.ancestry. append migration to merge_migrations.,merge_migrations . append ( migration )
common_ancestor is None.,common_ancestor = None
"for m in merge_migrations append m.ancestry to a list, zip the resulting list into tuples of pairs, for every level in result,",for level in zip ( * [ m . ancestry for m in merge_migrations ] ) :
"apply operator.eq function to elements of level iterable, until level is reduced to a single value, if the result is true,","if reduce ( operator . eq , level ) :"
substitute first element of level for common_ancestor.,common_ancestor = level [ 0 ]
"if not,",else :
"break the loop execution,",break
"if common_ancestor is None,",if common_ancestor is None :
"raise an ValueError with an argument string ""Could not find common ancestor of %s"", where '%s' is replaced with migration_names.","raise ValueError ( ""Could not find common ancestor of %s"" % migration_names )"
"for every migration in merge_migrations,",for migration in merge_migrations :
"call the method migration.ancestry.index with an argument common_ancestor, increment the result by one,",migration . branch = migration . ancestry [ ( migration . ancestry . index ( common_ancestor ) + 1 ) : ]
"slice migration.ancestry list from the last result as an starting index to the end, substitute the slice for migration.branch. migration.merged_operations is an empty list.",migration . merged_operations = [ ]
"for every node_app and node_name in migration.branch,","for node_app , node_name in migration . branch :"
"call the method loader.get_migration with arguments node_app and node_name, extend the migration.merged_operations with the operations field of the result.","migration . merged_operations . extend ( loader . get_migration ( node_app , node_name ) . operations )"
"if self.verbosity is greater than integer 1,",if self . verbosity > 0 :
"substitute '%s' in a string ""Merging %s"" with app_label,","self . stdout . write ( self . style . MIGRATE_HEADING ( ""Merging %s"" % app_label ) )"
"use it as an argument for the call to the method self.style.MIGRATE_HEADING, write the result to self.stdout. for every migration in merge_migrations,",for migration in merge_migrations :
"substitute '%s' in a string "" Branch %s"" with migration.name,","self . stdout . write ( self . style . MIGRATE_LABEL ( "" Branch %s"" % migration . name ) )"
"use it as an argument for the call to the method self.style.MIGRATE_HEADING, write the result to self.stdout. for every operation in migration.merged_operations,",for operation in migration . merged_operations :
"substitute '%s' in a string "" - %s\n"" with return value of the operation.describe method, write the result to self.stdout.","self . stdout . write ( "" - %s\n"" % operation . describe ( ) )"
"call the method questioner.ask_merge with an argument app_label, if it evaluates to true,",if questioner . ask_merge ( app_label ) :
"numbers is a list containing return value of the MigrationAutodetector.parse_number method called with an argument migration.name,",numbers = [ MigrationAutodetector . parse_number ( migration . name ) for migration in merge_migrations ]
"for every migration in merge_migrations. try,",try :
biggest_number is maximum numbers element.,biggest_number = max ( [ x for x in numbers if x is not None ] )
"if ValueError exception is caught,",except ValueError :
biggest_number is integer 1.,biggest_number = 1
"subclass is a instance of a class named Migration, derived from the base class Migration, with 1 field:","subclass = type ( ""Migration"" , ( Migration , ) , { ""dependencies"" : [ ( app_label , migration . name ) for migration in merge_migrations ] , } )"
"dependencies set to a list of tuples with 2 elements: app_label and migration.name for every migration in merge_migrations. call the method subsclass with 2 arguments: string ""%04i_merge"", replace '%04i' with biggest_number incremented by one,","new_migration = subclass ( ""%04i_merge"" % ( biggest_number + 1 ) , app_label )"
"that occupies minimum 4 places within a string, and app_label, substitute the result for new_migration. writer is instance of MigrationWriter class, created with new_migration argument.",writer = MigrationWriter ( new_migration )
"open writer.path file in write mode, with the file descriptor as fh, perform the following,","with open ( writer . path , ""wb"" ) as fh :"
"call the method writer.as_string, write the result to fh file.",fh . write ( writer . as_string ( ) )
"if self.verbosity is greater than integer 0,",if self . verbosity > 0 :
"substitute '%s' in a string ""\nCreated new merge migration %s"" with writer path, write it to self.stdout.","self . stdout . write ( ""\nCreated new merge migration %s"" % writer . path )"
from __future__ import unicode_literals into default name space.,from __future__ import unicode_literals
from collections import OrderedDict into default name space.,from collections import OrderedDict
from importlib import import_module into default name space.,from importlib import import_module
import module itertools.,import itertools
import module traceback.,import traceback
from django.apps import apps into default name space.,from django . apps import apps
from django.core.management import call_command into default name space.,from django . core . management import call_command
from django.core.management.base import BaseCommand and CommandError into default name space.,"from django . core . management . base import BaseCommand , CommandError"
from django.core.management.color import no_style into default name space.,from django . core . management . color import no_style
"from django.core.management.sql import custom_sql_for_model, emit_post_migrate_signal and emit_pre_migrate_signal into default name space.","from django . core . management . sql import custom_sql_for_model , emit_post_migrate_signal , emit_pre_migrate_signal"
"from django.db import connections, router, transaction and DEFAULT_DB_ALIAS into default name space.","from django . db import connections , router , transaction , DEFAULT_DB_ALIAS"
from django.db.migrations.executor import MigrationExecutor into default name space.,from django . db . migrations . executor import MigrationExecutor
from django.db.migrations.loader import MigrationLoader and AmbiguityError into default name space.,"from django . db . migrations . loader import MigrationLoader , AmbiguityError"
from django.db.migrations.state import ProjectState into default name space.,from django . db . migrations . state import ProjectState
from django.db.migrations.autodetector import MigrationAutodetector into default name space.,from django . db . migrations . autodetector import MigrationAutodetector
from django.utils.module_loading import module_has_submodule into default name space.,from django . utils . module_loading import module_has_submodule
derive the class Command from the base class BaseCommand.,class Command ( BaseCommand ) :
"help is a string ""Updates database schema. Manages both apps with migrations and those without."".","help = ""Updates database schema. Manages both apps with migrations and those without."""
define the method add_arguments with self class instance and parse as the arguments.,"def add_arguments ( self , parser ) :"
"call the method parser.add_argument with string 'app_label', nargs set to charcter '?', help containing string,","parser . add_argument ( 'app_label' , nargs = '?' , help = 'App label of an application to synchronize the state.' )"
"'App label of an application to synchronize the state.' as arguments. call the method parser.add_argument with string 'migration_name', nargs set to charcter '?', help containing string,","parser . add_argument ( 'migration_name' , nargs = '?' , help = 'Database state will be brought to the state after that migration.' )"
"'Database state will be brought to the state after that migration.' as arguments. call the method parser.add_argument with string '--noinput', action containing string 'store_false', dest set to string 'interactive',","parser . add_argument ( '--noinput' , action = 'store_false' , dest = 'interactive' , default = True , help = 'Tells Django to NOT prompt the user for input of any kind.' )"
"default set to True, help containing string 'Tells Django to NOT prompt the user for input of any kind.' as arguments. call the method parser.add_argument with string '--no-initial-data', action containing string 'store_false',","parser . add_argument ( '--no-initial-data' , action = 'store_false' , dest = 'load_initial_data' , default = True , help = 'Tells Django not to load any initial data after database synchronization.' )"
"dest set to string 'load_initial_data', default set to True, help containing string 'Tells Django not to load any initial data after database synchronization.' as arguments. call the method parser.add_argument with string '--database', action containing string 'store', dest set to string 'database',","parser . add_argument ( '--database' , action = 'store' , dest = 'database' , default = DEFAULT_DB_ALIAS , help = 'Nominates a database to synchronize. ' 'Defaults to the ""default"" database.' )"
"default set to DEFAULT_DB_ALIAS, help containing string 'Nominates a database to synchronize. Defaults to the ""default"" database.' as arguments. call the method parser.add_argument with string '--fake', action containing string 'store_true', dest set to string 'fake',","parser . add_argument ( '--fake' , action = 'store_true' , dest = 'fake' , default = False , help = 'Mark migrations as run without actually running them' )"
"default set to False, help containing string 'Mark migrations as run without actually running them' as arguments. call the method parser.add_argument with string '--list', string '-l', action contains string 'store_true', dest set to string 'list',","parser . add_argument ( '--list' , '-l' , action = 'store_true' , dest = 'list' , default = False , help = 'Show a list of all known migrations and which are applied' )"
"default set to False, help containing string 'Show a list of all known migrations and which are applied' as arguments. define the method handle with self instance of a class, list args, dictionary options as arguments.","def handle ( self , * args , ** options ) :"
"get the value from the options dictionary under the key 'verbosity', substitute it for self.verbosity.",self . verbosity = options . get ( 'verbosity' )
"get the value from the options dictionary under the key 'interactive', substitute it for self.interactive.",self . interactive = options . get ( 'interactive' )
"get the value from the options dictionary under the key 'traceback', substitute it for self.show_traceback.",self . show_traceback = options . get ( 'traceback' )
"get the value from the options dictionary under the key 'load_initial_data', substitute it for self.load_initial_data.",self . load_initial_data = options . get ( 'load_initial_data' )
"get the value from the options dictionary under the key 'test_database', or False if the key dont exists, substitute it for self.test_database.","self . test_database = options . get ( 'test_database' , False )"
"for every app_config in return value of the call to the function apps.get_app_configs,",for app_config in apps . get_app_configs ( ) :
"if call to the function module_has_submodule with app_config.module and ""management"" evaluates to True.","if module_has_submodule ( app_config . module , ""management"" ) :"
import module '.management' from the package app_config.name.,"import_module ( '.management' , app_config . name )"
"get the value under the key 'database' of the options dictionary, substitute it for db.",db = options . get ( 'database' )
substitute connections element at the index of the value db for connections.,connection = connections [ db ]
"get the value under the 'list' key of options dictionary, if key doesnt exist return False, if the return value is True,","if options . get ( ""list"" , False ) :"
"call the method self.show_migration_list with connection as first argument, as second argument use value under the 'app_label' key of options dictionary,","return self . show_migration_list ( connection , [ options [ 'app_label' ] ] if options [ 'app_label' ] else None )"
"if exists, if not use None as the second argument, return the result. call the function MigrationExecutor with connection and self.migration_progress_callback as arguments, substitute the result fro executor.","executor = MigrationExecutor ( connection , self . migration_progress_callback )"
"call the executor.loader.detect_conflicts, substitute the result fr conflicts.",conflicts = executor . loader . detect_conflicts ( )
"if conflicts is true,",if conflicts :
"for every app and names in key, value tuple pairs of conflicts dictionary join names into a string separated by commas,","name_str = ""; "" . join ( ""%s in %s"" % ( "", "" . join ( names ) , app ) for app , names in conflicts . items ( ) )"
"in ""%s in %s"" substitute '%s' with names string and app, respective, join all the previous pairs into a string separated by ';', substitute it for name_str. raise CommandError exception, with ""Conflicting migrations detected (%s).\nTo fix them run 'python manage.py makemigrations --merge'"",","raise CommandError ( ""Conflicting migrations detected (%s).\nTo fix them run 'python manage.py makemigrations --merge'"" % name_str )"
"with '%s' substituted for name_str, as argument. run_syncdb is boolean False.",run_syncdb = False
target_app_labels_only is boolean True.,target_app_labels_only = True
"if values under the 'app_label' and 'migration_name' keys of the options dictionary are True,",if options [ 'app_label' ] and options [ 'migration_name' ] :
"assign values under the 'app_label' and 'migration_name' keys of the options dictionary to the app_label and migration_name, respectively.","app_label , migration_name = options [ 'app_label' ] , options [ 'migration_name' ]"
"if app_label is not contained in executor.loader.migrated_apps,",if app_label not in executor . loader . migrated_apps :
"raise CommandError exception with ""App '%s' does not have migrations (you cannot selectively sync unmigrated apps)"",","raise CommandError ( ""App '%s' does not have migrations (you cannot selectively sync unmigrated apps)"" % app_label )"
"with '%s' substituted for app_label, as arguments. if migration_name equals to string 'zero',","if migration_name == ""zero"" :"
"targets is a list containing tuple with two elements, app_label and None.","targets = [ ( app_label , None ) ]"
"if not,",else :
"try,",try :
"call the executor.loader.get_migration_by_prefix with app_label and migration_name, substitute the result for migration.","migration = executor . loader . get_migration_by_prefix ( app_label , migration_name )"
"if AmbiguityError exception is caught,",except AmbiguityError :
"raise CommandError exception with ""More than one migration matches '%s' in app '%s'. Please be more specific."",","raise CommandError ( ""More than one migration matches '%s' in app '%s'. Please be more specific."" % ( migration_name , app_label ) )"
"with '%s' substituted for migration_name and app_label, respectively, as arguments. if KeyError exception is caught,",except KeyError :
"raise CommandError exception with ""Cannot find a migration matching '%s' from app '%s'."",","raise CommandError ( ""Cannot find a migration matching '%s' from app '%s'."" % ( migration_name , app_label ) )"
"with '%s' substituted for migration_name and app_label, respectively, as arguments. targets is a list containing tuple with two elements, app_label and migration.name.","targets = [ ( app_label , migration . name ) ]"
target_app_labels_only is boolean False.,target_app_labels_only = False
"otherwise if value under the 'app_label' key of options dictionary is true,",elif options [ 'app_label' ] :
substitute the value under the 'app_label' key of options dictionary for app_label.,app_label = options [ 'app_label' ]
"if app_label is not contained in executor.loader.migrated_apps,",if app_label not in executor . loader . migrated_apps :
"raise CommandError exception with ""App '%s' does not have migrations (you cannot selectively sync unmigrated apps)"",","raise CommandError ( ""App '%s' does not have migrations (you cannot selectively sync unmigrated apps)"" % app_label )"
"with '%s' substituted for app_label, as arguments. for every key in return vale of the method executor.loader.graph.leaf_nodes, check if the first element of key equals to app_label,",targets = [ key for key in executor . loader . graph . leaf_nodes ( ) if key [ 0 ] == app_label ]
"if it does append it to targets list. if not,",else :
call the method executor.loader.graph.leaf_nodes and substitute its result for targets.,targets = executor . loader . graph . leaf_nodes ( )
run_syncdb is boolean True.,run_syncdb = True
